HUMAN,Monday A BHS,Monday A Red,Monday A Blue,Tuesday A BHS,Tuesday  A Red,Tuesday A Blue,Wednesday A BHS,Wednesday A Red,Wednesday A Blue,Thursday A BHS,Thursday A Red,Thursday A Blue,Friday A BHS,Friday A Red,Friday A Blue,Monday B BHS,Monday B Red,Monday B Blue,Tuesday B BHS,Tuesday B Red,Tuesday B Blue,Wednesday B BHS,Wednesday B Red,Wednesday B Blue,Thursday B BHS,Thursday B Red,Thursday B Blue,Friday B  BHS,Friday B Red,Friday B Blue
9:27 AM,B1,B1,B1,P,T-H2,E2,B2,B2,B2,P,P,B3,B4,B4,C3,P,PB2O,T3,P,P,A5,B6,B6,B6,FC,FC,FC,A7,A7,B7
9:28 AM,B1,B1,B1,P,T-H2,E2,B2,B2,B2,P,P,B3,B4,B4,C3,P,PB2O,T3,P,P,A5,B6,B6,B6,FC,FC,FC,A7,A7,B7
9:29 AM,B1,B1,B1,P,T-H2,E2,B2,B2,B2,P,P,B3,B4,B4,C3,P,PB2O,T3,P,P,A5,B6,B6,B6,FC,FC,FC,A7,A7,B7
9:30 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,B3,B4,B4,C3,T3,PB2O,T3,B5,B5,A5,B6,B6,B6,P,P,P,A7,A7,B7
9:31 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,B3,B4,B4,C3,T3,PB2O,T3,B5,B5,A5,B6,B6,B6,P,P,P,A7,A7,B7
9:32 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,B3,B4,B4,C3,T3,PB2O,T3,B5,B5,A5,B6,B6,B6,P,P,P,A7,A7,B7
9:33 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,B3,B4,B4,C3,T3,PB2O,T3,B5,B5,A5,B6,B6,B6,P,P,P,A7,A7,B7
9:34 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,B3,B4,B4,C3,T3,PB2O,P,B5,B5,A5,B6,B6,B6,P,P,P,A7,A7,B7
9:35 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,P,P,PB2O,C3,T3,PB2O,P,B5,B5,A5,B6,B6,B6,P,C6,C6,P,P,B7
9:36 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,P,P,PB2O,C3,T3,PB2O,P,B5,B5,A5,B6,B6,B6,P,C6,C6,P,P,B7
9:37 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,P,P,PB2O,C3,T3,PB2O,P,B5,B5,A5,B6,B6,B6,P,C6,C6,P,P,B7
9:38 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,P,P,PB2O,C3,T3,PB2O,C4,B5,B5,A5,B6,B6,B6,P,C6,C6,P,P,B7
9:39 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,P,P,PB2O,C3,T3,PB2O,C4,B5,B5,A5,B6,B6,B6,P,C6,C6,P,P,B7
9:40 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,PB2O,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:41 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,PB2O,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:42 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,PB2O,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:43 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,PB2O,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:44 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,PB2O,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:45 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:46 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:47 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:48 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:49 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:50 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:51 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:52 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:53 AM,B1,B1,B1,E2,T-H2,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:54 AM,B1,B1,B1,E2,P,E2,B2,B2,B2,A3,A3,A3,C3,PB2O,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:55 AM,B1,B1,B1,E2,P,E2,B2,B2,B2,A3,A3,A3,C3,C3,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:56 AM,B1,B1,B1,E2,P,E2,B2,B2,B2,A3,A3,A3,C3,C3,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:57 AM,B1,B1,B1,E2,P,E2,B2,B2,B2,A3,A3,A3,C3,C3,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:58 AM,B1,B1,B1,E2,E2,E2,B2,B2,B2,A3,A3,A3,C3,C3,C3,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
9:59 AM,B1,B1,B1,E2,E2,E2,B2,B2,P,A3,A3,A3,C3,C3,P,T3,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
10:00 AM,B1,B1,B1,E2,E2,E2,B2,B2,P,A3,A3,A3,C3,C3,P,P,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
10:01 AM,B1,B1,B1,E2,E2,E2,B2,B2,P,A3,A3,A3,C3,C3,P,P,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
10:02 AM,B1,B1,B1,E2,E2,E2,B2,B2,P,A3,A3,A3,C3,C3,P,P,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
10:03 AM,B1,B1,B1,E2,E2,E2,B2,B2,C2,A3,A3,A3,C3,C3,T-H2,P,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
10:04 AM,B1,B1,P,E2,E2,E2,B2,B2,C2,A3,A3,A3,C3,C3,T-H2,P,C4,C4,B5,B5,A5,B6,B6,B6,C6,C6,C6,B7,B7,B7
10:05 AM,B1,B1,P,E2,E2,E2,B2,B2,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,A5,B6,B6,P,C6,C6,C6,B7,B7,B7
10:06 AM,B1,B1,P,E2,E2,E2,B2,B2,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,A5,B6,B6,P,C6,C6,C6,B7,B7,B7
10:07 AM,B1,B1,P,E2,E2,E2,B2,B2,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,A5,B6,B6,P,C6,C6,C6,B7,B7,B7
10:08 AM,B1,B1,T1,E2,E2,E2,B2,B2,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,A5,B6,B6,P,C6,C6,C6,B7,B7,B7
10:09 AM,B1,B1,T1,E2,E2,E2,B2,B2,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,A5,B6,B6,P,C6,C6,C6,B7,B7,B7
10:10 AM,B1,B1,T1,E2,E2,E2,B2,B2,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,A5,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:11 AM,B1,B1,T1,E2,E2,E2,B2,B2,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,A5,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:12 AM,B1,B1,T1,E2,E2,E2,B2,B2,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,A5,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:13 AM,B1,B1,T1,E2,E2,E2,B2,B2,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,A5,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:14 AM,B1,B1,T1,E2,E2,E2,B2,B2,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,A5,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:15 AM,B1,B1,T1,E2,E2,E2,P,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,P,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:16 AM,B1,B1,T1,E2,E2,E2,P,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,P,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:17 AM,B1,B1,T1,E2,E2,E2,P,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,P,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:18 AM,B1,B1,T1,E2,E2,E2,P,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,P,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:19 AM,B1,B1,T1,E2,E2,E2,P,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,P,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:20 AM,B1,B1,T1,E2,E2,P,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:21 AM,B1,B1,T1,E2,E2,P,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:22 AM,B1,B1,T1,E2,E2,P,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:23 AM,B1,B1,T1,E2,E2,P,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:24 AM,B1,B1,T1,E2,E2,P,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,B6,B6,T-H4,C6,C6,C6,B7,B7,B7
10:25 AM,P,PB2O,T1,E2,E2,D2,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,P,PB2O,T-H4,C6,C6,C6,B7,B7,B7
10:26 AM,P,PB2O,T1,E2,E2,D2,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,P,PB2O,T-H4,C6,C6,C6,B7,B7,B7
10:27 AM,P,PB2O,T1,E2,E2,D2,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,P,PB2O,T-H4,C6,C6,C6,B7,B7,B7
10:28 AM,P,PB2O,T1,E2,E2,D2,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,P,PB2O,T-H4,C6,C6,C6,B7,B7,B7
10:29 AM,P,PB2O,T1,E2,E2,D2,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,P,PB2O,T-H4,C6,C6,C6,B7,B7,B7
10:30 AM,T1,PB2O,T1,E2,E2,D2,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,X2,PB2O,T-H4,C6,C6,C6,B7,B7,P
10:31 AM,T1,PB2O,T1,E2,E2,D2,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,X2,PB2O,T-H4,C6,C6,C6,B7,B7,P
10:32 AM,T1,PB2O,T1,E2,E2,D2,C2,PB2O,C2,A3,A3,A3,C3,C3,T-H2,C4,C4,C4,B5,B5,C5,X2,PB2O,T-H4,C6,C6,C6,B7,B7,P
10:33 AM,T1,PB2O,T1,E2,E2,D2,C2,PB2O,?,A3,A3,A3,C3,C3,P,C4,C4,C4,B5,B5,C5,X2,PB2O,T-H4,C6,C6,C6,B7,B7,P
10:34 AM,T1,PB2O,T1,E2,E2,D2,C2,PB2O,?,A3,A3,A3,C3,C3,P,C4,C4,C4,B5,B5,C5,X2,PB2O,T-H4,C6,C6,C6,B7,B7,P
10:35 AM,T1,PB2O,T1,P,E2,D2,C2,C2,?,P,P,A3,C3,C3,P,C4,C4,C4,?,PB2O,C5,X2,PB2O,T-H4,C6,C6,P,B7,B7,C7
10:36 AM,T1,PB2O,T1,P,E2,D2,C2,C2,?,P,P,A3,C3,C3,P,C4,C4,C4,?,PB2O,C5,X2,PB2O,T-H4,C6,C6,P,B7,B7,C7
10:37 AM,T1,PB2O,T1,P,E2,D2,C2,C2,LO,P,P,A3,C3,C3,E4,C4,C4,C4,?,PB2O,C5,X2,PB2O,T-H4,C6,C6,P,B7,B7,C7
10:38 AM,T1,PB2O,T1,P,E2,D2,C2,C2,LO,P,P,A3,C3,C3,E4,C4,C4,C4,?,PB2O,C5,X2,PB2O,T-H4,C6,C6,P,B7,B7,C7
10:39 AM,T1,PB2O,T1,P,E2,D2,C2,C2,LO,P,P,A3,C3,C3,E4,C4,C4,C4,?,PB2O,C5,X2,PB2O,T-H4,C6,C6,P,B7,B7,C7
10:40 AM,T1,PB2O,T1,LB,E2,D2,C2,C2,LO,T2,LB,A3,P,C3,E4,C4,C4,C4,LB,PB2O,C5,X2,PB2O,P,C6,C6,D6,B7,B7,C7
10:41 AM,T1,PB2O,T1,LB,E2,D2,C2,C2,LO,T2,LB,A3,P,C3,E4,C4,C4,C4,LB,PB2O,C5,X2,PB2O,P,C6,C6,D6,B7,B7,C7
10:42 AM,T1,PB2O,T1,LB,E2,D2,C2,C2,LO,T2,LB,A3,P,C3,E4,C4,C4,C4,LB,PB2O,C5,X2,PB2O,P,C6,C6,D6,B7,B7,C7
10:43 AM,T1,PB2O,P,LB,E2,D2,C2,C2,LO,T2,LB,A3,P,C3,E4,C4,C4,P,LB,PB2O,C5,X2,PB2O,P,C6,C6,D6,B7,B7,C7
10:44 AM,T1,PB2O,P,LB,E2,D2,C2,C2,LO,T2,LB,A3,P,C3,E4,C4,C4,P,LB,PB2O,C5,X2,PB2O,P,C6,C6,D6,B7,B7,C7
10:45 AM,T1,T1,P,LB,E2,D2,C2,C2,LO,T2,LB,A3,E4,C3,E4,C4,P,P,LB,PB2O,C5,X2,T-H4,E6,P,P,D6,P,PB2O,C7
10:46 AM,T1,T1,P,LB,E2,D2,C2,C2,LO,T2,LB,A3,E4,C3,E4,C4,P,P,LB,PB2O,C5,X2,T-H4,E6,P,P,D6,P,PB2O,C7
10:47 AM,T1,T1,D1,LB,E2,D2,C2,C2,LO,T2,LB,A3,E4,C3,E4,C4,P,E5,LB,PB2O,C5,X2,T-H4,E6,P,P,D6,P,PB2O,C7
10:48 AM,T1,T1,D1,LB,E2,D2,C2,C2,LO,T2,LB,A3,E4,C3,E4,C4,T3,E5,LB,PB2O,C5,X2,T-H4,E6,P,P,D6,P,PB2O,C7
10:49 AM,T1,T1,D1,LB,E2,D2,C2,C2,LO,T2,LB,A3,E4,C3,E4,C4,T3,E5,LB,PB2O,C5,X2,T-H4,E6,P,P,D6,P,PB2O,C7
10:50 AM,T1,T1,D1,LB,E2,D2,C2,C2,LO,T2,LB,PO2B,E4,C3,E4,C4,T3,E5,LB,PB2O,?,X2,T-H4,E6,D6,D6,D6,C7,PB2O,C7
10:51 AM,T1,T1,D1,LB,E2,D2,C2,C2,LO,T2,LB,PO2B,E4,C3,E4,C4,T3,E5,LB,PB2O,?,X2,T-H4,E6,D6,D6,D6,C7,PB2O,C7
10:52 AM,T1,T1,D1,LB,E2,D2,C2,C2,LO,T2,LB,PO2B,E4,C3,E4,C4,T3,E5,LB,PB2O,?,X2,T-H4,E6,D6,D6,D6,C7,PB2O,C7
10:53 AM,T1,T1,D1,LB,E2,D2,C2,C2,LO,T2,LB,PO2B,E4,C3,E4,C4,T3,E5,LB,PB2O,?,X2,T-H4,E6,D6,D6,D6,C7,PB2O,C7
10:54 AM,T1,T1,D1,LB,E2,D2,C2,C2,LO,T2,LB,PO2B,E4,C3,E4,C4,T3,E5,LB,PB2O,?,X2,T-H4,E6,D6,D6,D6,C7,PB2O,C7
10:55 AM,T1,T1,D1,LB,E2,?,C2,C2,LO,T2,LB,PO2B,E4,P,E4,C4,T3,E5,LB,C5,LO,X2,T-H4,E6,D6,D6,D6,C7,PB2O,C7
10:56 AM,T1,T1,D1,LB,E2,?,C2,C2,LO,T2,LB,PO2B,E4,P,E4,C4,T3,E5,LB,C5,LO,X2,T-H4,E6,D6,D6,D6,C7,PB2O,C7
10:57 AM,T1,T1,D1,LB,E2,?,C2,C2,LO,T2,LB,PO2B,E4,P,E4,C4,T3,E5,LB,C5,LO,X2,T-H4,E6,D6,D6,D6,C7,PB2O,C7
10:58 AM,T1,T1,D1,LB,P,?,C2,C2,LO,T2,LB,PO2B,E4,P,E4,C4,T3,E5,LB,C5,LO,X2,T-H4,E6,D6,D6,D6,C7,PB2O,C7
10:59 AM,T1,T1,D1,LB,P,?,C2,C2,LO,T2,LB,PO2B,E4,P,E4,C4,T3,E5,LB,C5,LO,X2,T-H4,E6,D6,D6,D6,C7,PB2O,C7
11:00 AM,P,T1,D1,LB,P,LO,C2,C2,LO,T2,LB,PO2B,E4,E4,E4,C4,T3,E5,LB,C5,LO,?,T-H4,E6,D6,D6,D6,C7,PB2O,C7
11:01 AM,P,T1,D1,LB,P,LO,C2,C2,LO,T2,LB,PO2B,E4,E4,E4,C4,T3,E5,LB,C5,LO,?,T-H4,E6,D6,D6,D6,C7,PB2O,C7
11:02 AM,P,T1,D1,LB,D2,LO,C2,C2,LO,T2,LB,PO2B,E4,E4,E4,C4,T3,E5,LB,C5,LO,?,T-H4,E6,D6,D6,D6,C7,PB2O,C7
11:03 AM,P,T1,D1,LB,D2,LO,C2,C2,PS,T2,LB,PO2B,E4,E4,E4,C4,T3,E5,LB,C5,LO,?,T-H4,E6,D6,D6,D6,C7,PB2O,C7
11:04 AM,P,T1,D1,LB,D2,LO,C2,C2,PS,T2,LB,PO2B,E4,E4,E4,C4,T3,E5,LB,C5,LO,?,T-H4,E6,D6,D6,D6,C7,PB2O,C7
11:05 AM,LB,T1,D1,LB,D2,LO,C2,C2,PS,T2,LB,PO2B,E4,E4,E4,P,T3,E5,P,C5,LO,LB,T-H4,E6,D6,D6,D6,C7,C7,?
11:06 AM,LB,T1,D1,LB,D2,LO,C2,C2,PS,T2,LB,PO2B,E4,E4,E4,P,T3,E5,P,C5,LO,LB,T-H4,E6,D6,D6,D6,C7,C7,?
11:07 AM,LB,T1,D1,LB,D2,LO,C2,C2,C2,T2,LB,PO2B,E4,E4,?,P,T3,E5,P,C5,LO,LB,T-H4,E6,D6,D6,D6,C7,C7,?
11:08 AM,LB,T1,D1,LB,D2,LO,C2,C2,C2,T2,LB,PO2B,E4,E4,?,P,T3,E5,P,C5,LO,LB,T-H4,E6,D6,D6,D6,C7,C7,?
11:09 AM,LB,T1,D1,LB,D2,LO,C2,C2,C2,T2,LB,PO2B,E4,E4,?,P,T3,E5,P,C5,LO,LB,T-H4,E6,D6,D6,D6,C7,C7,?
11:10 AM,LB,T1,D1,P,D2,LO,C2,C2,C2,?,P,PO2B,E4,E4,?,LB,T3,E5,C5,C5,LO,LB,T-H4,E6,D6,D6,D6,C7,C7,LO
11:11 AM,LB,T1,D1,P,D2,LO,C2,C2,C2,?,P,PO2B,E4,E4,LO,LB,T3,E5,C5,C5,LO,LB,T-H4,E6,D6,D6,D6,C7,C7,LO
11:12 AM,LB,T1,D1,P,D2,LO,C2,C2,C2,?,P,PO2B,E4,E4,LO,LB,T3,E5,C5,C5,LO,LB,T-H4,E6,D6,D6,D6,C7,C7,LO
